PARK,PARK NUMBER,FACILITY NAME,FACILITY TYPE,X COORDINATE,Y COORDINATE,LOCATION
GARFIELD (JAMES),204,BASEBALL JR/SOFTBALL,OUTDOOR,1151588.1910699999,1898246.4003900001,"(41.876666999999998, -87.718881999999994)"
GARFIELD (JAMES),204,BASEBALL JR/SOFTBALL,OUTDOOR,1151425.43056,1897970.35861,"(41.875912999999997, -87.719487000000001)"
GARFIELD (JAMES),204,POOL (OUTDOOR),OUTDOOR,1152178.59901,1900439.52526,"(41.882672999999997, -87.716656)"
GARFIELD (JAMES),204,PLAYGROUND,OUTDOOR,1151957.72248,1897782.8586599999,"(41.875388000000001, -87.717536999999993)"
GARFIELD (JAMES),204,PLAYGROUND,OUTDOOR,1153465.5347500001,1899949.52526,"(41.881303000000003, -87.711944000000003)"
GARFIELD (JAMES),204,PLAYGROUND,OUTDOOR,1153577.5138600001,1900924.1345299999,"(41.883975999999997, -87.711506999999997)"
GARFIELD (JAMES),204,SPRAY FEATURE,OUTDOOR,1153500.6911800001,1900665.0198900001,"(41.883265999999999, -87.711794999999995)"
GARFIELD (JAMES),204,BASEBALL SR,OUTDOOR,1151762.4098799999,1897972.96261,"(41.875912999999997, -87.718249)"
GARFIELD (JAMES),204,BASEBALL SR,OUTDOOR,1152063.1910999999,1898285.46264,"(41.876764999999999, -87.717136999999994)"
GARFIELD (JAMES),204,TENNIS COURT,OUTDOOR,1152045.2656099999,1898976.41763,"(41.878661000000001, -87.717184000000003)"
GARFIELD (JAMES),204,TENNIS COURT,OUTDOOR,1152092.14084,1898974.68141,"(41.878655999999999, -87.717011999999997)"
GARFIELD (JAMES),204,TENNIS COURT,OUTDOOR,1152095.61295,1898851.4175499999,"(41.878317000000003, -87.717003000000005)"
GARFIELD (JAMES),204,TENNIS COURT,OUTDOOR,1152050.4739300001,1898851.4175499999,"(41.878318, -87.717168999999998)"
GARFIELD (JAMES),204,TENNIS COURT,OUTDOOR,1152052.2101499999,1898729.8899000001,"(41.877985000000002, -87.717164999999994)"
GARFIELD (JAMES),204,TENNIS COURT,OUTDOOR,1152097.3491700001,1898733.36201,"(41.877992999999996, -87.716999999999999)"
GARIBALDI (GIUSEPPI),1047,PLAYGROUND,OUTDOOR,1166256.0652699999,1896636.74908,"(41.871949000000001, -87.665071999999995)"
GATELY (JAMES),244,ARTIFICIAL TURF FIELD,OUTDOOR,1183766.42756,1837230.45582,"(41.708540999999997, -87.602638999999996)"
GATELY (JAMES),244,BASKETBALL COURT,OUTDOOR,1182955.8898100001,1837729.6733200001,"(41.70993, -87.605592000000001)"
GATELY (JAMES),244,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1183571.3629900001,1837688.17931,"(41.709802000000003, -87.603339000000005)"
GATELY (JAMES),244,BASEBALL JR/SOFTBALL,OUTDOOR,1183429.3173400001,1837784.93732,"(41.710070999999999, -87.603855999999993)"
GATELY (JAMES),244,BASEBALL JR/SOFTBALL,OUTDOOR,1183151.1555000001,1837799.67417,"(41.710116999999997, -87.604873999999995)"
GATELY (JAMES),244,BASEBALL JR/SOFTBALL,OUTDOOR,1183292.9997,1837466.24865,"(41.709198999999998, -87.604365000000001)"
GATELY (JAMES),244,BASEBALL JR/SOFTBALL,OUTDOOR,1183044.3118799999,1837484.6698799999,"(41.709256000000003, -87.605275000000006)"
GATELY (JAMES),244,PLAYGROUND,OUTDOOR,1182852.7302399999,1836933.8724199999,"(41.707749, -87.605993999999995)"
GATELY (JAMES),244,BASEBALL SR,OUTDOOR,1183550.8981399999,1837530.7232600001,"(41.70937, -87.603419000000002)"
GILL (JOSEPH),364,FITNESS CENTER,INDOOR,1169958.2875300001,1925967.0568899999,"(41.952353000000002, -87.650622999999996)"
GILL (JOSEPH),364,GYMNASIUM,INDOOR,1169982.8777000001,1925936.18884,"(41.952267999999997, -87.650532999999996)"
GILL (JOSEPH),364,POOL (INDOOR),INDOOR,1169937.8833699999,1925994.26254,"(41.952427999999998, -87.650696999999994)"
GILL (JOSEPH),364,BASEBALL JR/SOFTBALL,OUTDOOR,1169977.98893,1925825.55422,"(41.951965000000001, -87.650554)"
GILL (JOSEPH),364,PLAYGROUND,OUTDOOR,1170122.4374599999,1926035.03116,"(41.952536000000002, -87.650017000000005)"
GINKGO,347,PLAYGROUND PARK,OUTDOOR,1153498.40772,1892544.4163800001,"(41.860982, -87.712019999999995)"
GLADSTONE (WILLIAM),93,BASKETBALL COURT,OUTDOOR,1136702.8576499999,1935486.2396199999,"(41.979137000000001, -87.772643000000002)"
GLADSTONE (WILLIAM),93,BASEBALL JR/SOFTBALL,OUTDOOR,1136598.6422999999,1935305.9752199999,"(41.978644000000003, -87.773030000000006)"
GLADSTONE (WILLIAM),93,PLAYGROUND,OUTDOOR,1136597.9379100001,1935643.97126,"(41.979571, -87.773025000000004)"
GLADSTONE (WILLIAM),93,SPRAY FEATURE,OUTDOOR,1136592.3047199999,1935570.7387900001,"(41.979370000000003, -87.773047000000005)"
GLADYS (GUNDERSON),1102,BASKETBALL COURT,OUTDOOR,1154343.76954,1898053.31645,"(41.876083000000001, -87.708769000000004)"
GLADYS (GUNDERSON),1102,PLAYGROUND,OUTDOOR,1154364.35677,1898002.0363700001,"(41.875940999999997, -87.708695000000006)"
GLADYS (GUNDERSON),1102,SPRAY FEATURE,OUTDOOR,1154309.1459300001,1898003.1590700001,"(41.875945999999999, -87.708898000000005)"
GOLDBERG (LOUIS),384,PLAYGROUND PARK,OUTDOOR,1165702.3295,1947183.0098600001,"(42.010662000000004, -87.665660000000003)"
GOLDEN GATE,288,BASKETBALL COURT,OUTDOOR,1181383.25713,1818657.3889599999,"(41.657629, -87.611936)"
GOLDEN GATE,288,BASEBALL JR/SOFTBALL,OUTDOOR,1181434.9394400001,1819089.1508899999,"(41.658813000000002, -87.611733000000001)"
GOLDEN GATE,288,PLAYGROUND,OUTDOOR,1181489.85173,1818701.53421,"(41.657747999999998, -87.611543999999995)"
GOLDEN GATE,288,SPRAY FEATURE,OUTDOOR,1181623.3642599999,1818677.8466,"(41.657679999999999, -87.611056000000005)"
GOLDEN GATE,288,BASEBALL SR,OUTDOOR,1181615.8271999999,1818812.43557,"(41.658048999999998, -87.611080000000001)"
GOMPERS (SAMUEL),40,BASKETBALL COURT,OUTDOOR,1148538.93306,1933584.67453,"(41.973697999999999, -87.729163999999997)"
GOMPERS (SAMUEL),40,CASTING PIER,OUTDOOR,1147974.4948799999,1933561.99609,"(41.973646000000002, -87.73124)"
GOMPERS (SAMUEL),40,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1146396.09515,1934574.2178199999,"(41.976453999999997, -87.737018000000006)"
GOMPERS (SAMUEL),40,GYMNASIUM,INDOOR,1147096.6213100001,1934343.3183500001,"(41.975807000000003, -87.734448)"
GOMPERS (SAMUEL),40,BASEBALL JR/SOFTBALL,OUTDOOR,1146534.4216499999,1934476.6884900001,"(41.976184000000003, -87.736512000000005)"
GOMPERS (SAMUEL),40,BASEBALL JR/SOFTBALL,OUTDOOR,1146250.94288,1934501.8866000001,"(41.976258999999999, -87.737554000000003)"
GOMPERS (SAMUEL),40,BASEBALL JR/SOFTBALL,OUTDOOR,1147675.89705,1934070.3684400001,"(41.975047000000004, -87.732325000000003)"
GOMPERS (SAMUEL),40,POOL (OUTDOOR),OUTDOOR,1146996.4358099999,1934371.1221,"(41.975886000000003, -87.734815999999995)"
GOMPERS (SAMUEL),40,PLAYGROUND,OUTDOOR,1146430.9254600001,1934330.3121400001,"(41.975783999999997, -87.736896000000002)"
GOMPERS (SAMUEL),40,SPORT ROLLER COURT,OUTDOOR,1146117.3926200001,1934655.5949599999,"(41.976683000000001, -87.738040999999996)"
GOMPERS (SAMUEL),40,SPRAY FEATURE,OUTDOOR,1146999.3508299999,1934481.89222,"(41.976188999999998, -87.734802000000002)"
GOMPERS (SAMUEL),40,TENNIS COURT,OUTDOOR,1147539.82711,1933667.1983099999,"(41.973942999999998, -87.732836000000006)"
GOMPERS (SAMUEL),40,TENNIS COURT,OUTDOOR,1147583.9238100001,1933667.1983099999,"(41.973942999999998, -87.732673000000005)"
GOMPERS (SAMUEL),40,TENNIS COURT,OUTDOOR,1147629.2806800001,1933668.4581500001,"(41.973945000000001, -87.732506999999998)"
GOMPERS (SAMUEL),40,TENNIS COURT,OUTDOOR,1147675.89705,1933667.1983099999,"(41.973941000000003, -87.732335000000006)"
GOMPERS (SAMUEL),40,TENNIS COURT,OUTDOOR,1147723.7736,1933667.1983099999,"(41.973939999999999, -87.732158999999996)"
GOOSEBERRY,348,PLAYGROUND PARK,OUTDOOR,1166550.56862,1931174.5822300001,"(41.966717000000003, -87.662999999999997)"
GOUDY (WILLIAM) SQUARE,105,PLAYGROUND PARK,OUTDOOR,1176550.2208700001,1908984.7470199999,"(41.905607000000003, -87.626904999999994)"
GRAND,1103,PLAYGROUND PARK,OUTDOOR,1152576.59394,1907192.60198,"(41.901197000000003, -87.715016000000006)"
GRAND CROSSING,15,BASKETBALL COURT,OUTDOOR,1184402.2199299999,1854420.4007699999,"(41.755696999999998, -87.599773999999996)"
GRAND CROSSING,15,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1184211.2934699999,1853844.89142,"(41.754123, -87.600492000000003)"
GRAND CROSSING,15,FITNESS CENTER,INDOOR,1184221.5575600001,1854494.9541,"(41.755906000000003, -87.600434000000007)"
GRAND CROSSING,15,GYMNASIUM,INDOOR,1184226.68976,1854320.4636299999,"(41.755426999999997, -87.60042)"
GRAND CROSSING,15,BASEBALL JR/SOFTBALL,OUTDOOR,1184460.73162,1853647.7012,"(41.753576000000002, -87.599583999999993)"
GRAND CROSSING,15,BASEBALL JR/SOFTBALL,OUTDOOR,1184340.2663100001,1853957.4692800001,"(41.754429000000002, -87.600015999999997)"
GRAND CROSSING,15,BASEBALL JR/SOFTBALL,OUTDOOR,1184030.49823,1854015.9809699999,"(41.754595999999999, -87.601149000000007)"
GRAND CROSSING,15,POOL (OUTDOOR),OUTDOOR,1184209.47523,1854638.95939,"(41.756301999999998, -87.600474000000006)"
GRAND CROSSING,15,PLAYGROUND,OUTDOOR,1184023.6143799999,1854401.4703599999,"(41.755654, -87.601162000000002)"
GRAND CROSSING,15,SPRAY FEATURE,OUTDOOR,1184028.7771000001,1854263.79577,"(41.755276000000002, -87.601147999999995)"
GRAND CROSSING,15,BASEBALL SR,OUTDOOR,1184075.24223,1853649.4219899999,"(41.753588999999998, -87.600995999999995)"
GRAND CROSSING,15,TENNIS COURT,OUTDOOR,1184438.35962,1854692.3083599999,"(41.756442999999997, -87.599632999999997)"
GRAND CROSSING,15,TENNIS COURT,OUTDOOR,1184390.1733599999,1854690.5875599999,"(41.756439, -87.599810000000005)"
GRAND CROSSING,15,TENNIS COURT,OUTDOOR,1184037.3817400001,1854657.8897899999,"(41.756357999999999, -87.601104000000007)"
GRAND CROSSING,15,TENNIS COURT,OUTDOOR,1183994.3585399999,1854656.16867,"(41.756354000000002, -87.601260999999994)"
GRAND CROSSING,15,TENNIS COURT,OUTDOOR,1184467.61546,1854055.56259,"(41.754694999999998, -87.599546000000004)"
GRAND CROSSING,15,TENNIS COURT,OUTDOOR,1184419.42921,1854055.56259,"(41.754696000000003, -87.599722)"
GRAND CROSSING,15,TRACK,OUTDOOR,1184362.6383100001,1854415.23805,"(41.755684000000002, -87.599919)"
GRANDPARENTS',472,PLAYGROUND,OUTDOOR,1118717.8309500001,1935183.8150299999,"(41.978611000000001, -87.838791999999998)"
GRANT (ULYSSES),24,BAND SHELL,SPECIAL,1178547.0649699999,1899278.78119,"(41.878928000000002, -87.619866999999999)"
GRANT (ULYSSES),24,DOG FRIENDLY AREA,OUTDOOR,1178080.26407,1896192.30443,"(41.870469, -87.621674999999996)"
GRANT (ULYSSES),24,GARDEN,OUTDOOR,1177626.13374,1896698.83852,"(41.871868999999997, -87.623326000000006)"
GRANT (ULYSSES),24,GARDEN,OUTDOOR,1179195.3559999999,1900941.68994,"(41.883476000000002, -87.617435)"
GRANT (ULYSSES),24,BASEBALL JR/SOFTBALL,OUTDOOR,1179017.48496,1896101.52311,"(41.870198000000002, -87.618236999999993)"
GRANT (ULYSSES),24,BASEBALL JR/SOFTBALL,OUTDOOR,1178724.19257,1896083.6392900001,"(41.870156000000001, -87.619314000000003)"
GRANT (ULYSSES),24,BASEBALL JR/SOFTBALL,OUTDOOR,1178713.46227,1896301.8202899999,"(41.870755000000003, -87.619347000000005)"
GRANT (ULYSSES),24,BASEBALL JR/SOFTBALL,OUTDOOR,1179010.33176,1896301.8202899999,"(41.870747999999999, -87.618257)"
GRANT (ULYSSES),24,BASEBALL JR/SOFTBALL,OUTDOOR,1179003.17823,1896405.5458,"(41.871032999999997, -87.618279999999999)"
GRANT (ULYSSES),24,BASEBALL JR/SOFTBALL,OUTDOOR,1178706.30874,1896391.2387399999,"(41.871000000000002, -87.619370000000004)"
GRANT (ULYSSES),24,BASEBALL JR/SOFTBALL,OUTDOOR,1178706.30874,1896605.8433000001,"(41.871589, -87.619364000000004)"
GRANT (ULYSSES),24,BASEBALL JR/SOFTBALL,OUTDOOR,1179006.75499,1896623.72679,"(41.871631000000001, -87.618260000000006)"
GRANT (ULYSSES),24,BASEBALL JR/SOFTBALL,OUTDOOR,1178999.6014700001,1896716.7220099999,"(41.871887000000001, -87.618283000000005)"
GRANT (ULYSSES),24,BASEBALL JR/SOFTBALL,OUTDOOR,1178699.1552200001,1896713.1452500001,"(41.871884000000001, -87.619387000000003)"
GRANT (ULYSSES),24,BASEBALL JR/SOFTBALL,OUTDOOR,1178692.0016900001,1896959.9403599999,"(41.872560999999997, -87.619405)"
GRANT (ULYSSES),24,BASEBALL JR/SOFTBALL,OUTDOOR,1178988.8711699999,1896974.2474199999,"(41.872593999999999, -87.618314999999996)"
GRANT (ULYSSES),24,BASEBALL JR/SOFTBALL,OUTDOOR,1178015.9981199999,1897063.6658699999,"(41.872861, -87.621883999999994)"
GRANT (ULYSSES),24,BASEBALL JR/SOFTBALL,OUTDOOR,1178227.0259100001,1897070.8193999999,"(41.872875999999998, -87.621109000000004)"
GRANT (ULYSSES),24,BASEBALL JR/SOFTBALL,OUTDOOR,1178237.7558800001,1896663.0711999999,"(41.871757000000002, -87.621082000000001)"
GRANT (ULYSSES),24,BASEBALL JR/SOFTBALL,OUTDOOR,1178030.3051799999,1896659.49444,"(41.871752000000001, -87.621843999999996)"
GRANT (ULYSSES),24,GOLF COURSE MINIATURE,OUTDOOR,1178775.4654300001,1900115.6791300001,"(41.881219000000002, -87.619001999999995)"
GRANT (ULYSSES),24,ICESKATING,OUTDOOR,1178742.6377399999,1901025.10054,"(41.883715000000002, -87.619095000000002)"
GRANT (ULYSSES),24,PLAYGROUND,OUTDOOR,1179015.4679,1901079.99642,"(41.883859999999999, -87.618092000000004)"
GRANT (ULYSSES),24,VOLLEYBALL (SAND),OUTDOOR,1178246.6738400001,1896509.2063500001,"(41.871335000000002, -87.621054000000001)"
GRANT (ULYSSES),24,VOLLEYBALL (SAND),OUTDOOR,1178191.6864100001,1896509.2063500001,"(41.871335999999999, -87.621256000000002)"
GRANT (ULYSSES),24,SKATE PARK,OUTDOOR,1178073.02884,1896512.10038,"(41.871346000000003, -87.621690999999998)"
GRANT (ULYSSES),24,TENNIS COURT,OUTDOOR,1178489.4259800001,1900415.0660000001,"(41.882047, -87.620043999999993)"
GRANT (ULYSSES),24,TENNIS COURT,OUTDOOR,1178538.0371000001,1900415.0660000001,"(41.882046000000003, -87.619865000000004)"
GRANT (ULYSSES),24,TENNIS COURT,OUTDOOR,1178586.6482200001,1900411.59356,"(41.882035000000002, -87.619686999999999)"
GRANT (ULYSSES),24,TENNIS COURT,OUTDOOR,1178940.8148399999,1900422.01021,"(41.882055999999999, -87.618386000000001)"
GRANT (ULYSSES),24,TENNIS COURT,OUTDOOR,1178989.4259599999,1900422.01021,"(41.882055000000001, -87.618206999999998)"
GRANT (ULYSSES),24,TENNIS COURT,OUTDOOR,1179034.56498,1900422.01021,"(41.882053999999997, -87.618042000000003)"
GRANT (ULYSSES),24,TENNIS COURT,OUTDOOR,1179027.62044,1900908.1214399999,"(41.883387999999997, -87.618052000000006)"
GRANT (ULYSSES),24,TENNIS COURT,OUTDOOR,1178975.53721,1900904.6493299999,"(41.883378999999998, -87.618244000000004)"
GRANT (ULYSSES),24,TENNIS COURT,OUTDOOR,1178926.92609,1900908.1214399999,"(41.883389999999999, -87.618421999999995)"
GRANT (ULYSSES),24,TENNIS COURT,OUTDOOR,1178524.1483499999,1900897.7047900001,"(41.883370999999997, -87.619900999999999)"
GRANT (ULYSSES),24,TENNIS COURT,OUTDOOR,1178473.8010100001,1900895.9685800001,"(41.883367, -87.620086000000001)"
GRANT (ULYSSES),24,TENNIS COURT,OUTDOOR,1178570.06853,1900899.5797900001,"(41.883375000000001, -87.619732999999997)"
GRAPE,381,PLAYGROUND PARK,OUTDOOR,1156755.3309899999,1918982.3507099999,"(41.933464999999998, -87.699347000000003)"
GRAVER (PHILIP),179,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1167985.7865500001,1836892.0851,"(41.707965999999999, -87.660437999999999)"
GRAVER (PHILIP),179,BASEBALL JR/SOFTBALL,OUTDOOR,1167915.69811,1836999.5068000001,"(41.708261999999998, -87.660691999999997)"
GRAVER (PHILIP),179,BASEBALL JR/SOFTBALL,OUTDOOR,1168079.77783,1836786.4911499999,"(41.707673999999997, -87.660096999999993)"
GRAVER (PHILIP),179,PLAYGROUND,OUTDOOR,1168042.3559900001,1836699.17407,"(41.707434999999997, -87.660236999999995)"
GRAVER (PHILIP),179,TENNIS COURT,OUTDOOR,1167837.0168399999,1836998.5471600001,"(41.708261, -87.660979999999995)"
GRAVER (PHILIP),179,TENNIS COURT,OUTDOOR,1167792.8784700001,1836990.87099,"(41.708241000000001, -87.661141999999998)"
GRAVER (PHILIP),179,TENNIS COURT,OUTDOOR,1167745.86151,1836985.1137900001,"(41.708226000000003, -87.661314000000004)"
GRAVER (PHILIP),179,WATER PLAYGROUND,OUTDOOR,1167830.29999,1836872.84892,"(41.707915999999997, -87.661007999999995)"
GREEN (JEFFERY),1212,BASKETBALL COURT,OUTDOOR,1138290.9125399999,1943156.0582699999,"(42.000154999999999, -87.766615999999999)"
GREEN (JEFFERY),1212,PLAYGROUND,OUTDOOR,1138338.2805600001,1943047.6375500001,"(41.999856000000001, -87.766444000000007)"
GREEN BRIAR,188,BASKETBALL COURT,OUTDOOR,1157417.5081499999,1940036.0504000001,"(41.991224000000003, -87.696337999999997)"
GREEN BRIAR,188,GYMNASIUM,INDOOR,1157412.7201,1939920.6539799999,"(41.990907999999997, -87.696359000000001)"
GREEN BRIAR,188,BASEBALL JR/SOFTBALL,OUTDOOR,1157323.6129900001,1940126.78939,"(41.991475000000001, -87.696680999999998)"
GREEN BRIAR,188,BASEBALL JR/SOFTBALL,OUTDOOR,1157475.1077699999,1940309.8457899999,"(41.991973999999999, -87.696118999999996)"
GREEN BRIAR,188,PLAYGROUND,OUTDOOR,1157327.5582000001,1940035.2613599999,"(41.991224000000003, -87.696669)"
GREEN BRIAR,188,SPRAY FEATURE,OUTDOOR,1157297.5746599999,1939957.93573,"(41.991011999999998, -87.696781999999999)"
GREEN BRIAR,188,TENNIS COURT,OUTDOOR,1157487.73242,1940013.16823,"(41.991160000000001, -87.696081000000007)"
GREENBAUM (HENRY),132,BASKETBALL COURT,OUTDOOR,1147543.4534199999,1911169.4385200001,"(41.912208, -87.733401000000001)"
GREENBAUM (HENRY),132,BASEBALL JR/SOFTBALL,OUTDOOR,1147518.33733,1911385.5893300001,"(41.912801000000002, -87.733487999999994)"
GREENBAUM (HENRY),132,PLAYGROUND,OUTDOOR,1147514.53189,1911049.9466299999,"(41.911879999999996, -87.733510999999993)"
GREENBAUM (HENRY),132,VOLLEYBALL (SAND),OUTDOOR,1147539.6479799999,1911240.98135,"(41.912404000000002, -87.733412999999999)"
GREENBAUM (HENRY),132,SPRAY FEATURE,OUTDOOR,1147574.6584099999,1911051.4686100001,"(41.911883000000003, -87.733289999999997)"
GROSS,1031,BASKETBALL COURT,OUTDOOR,1157424.9129900001,1931896.0378099999,"(41.968887000000002, -87.696534)"
GROSS,1031,PLAYGROUND,OUTDOOR,1157356.42362,1931911.2575999999,"(41.968930999999998, -87.696785000000006)"
HAAS (JOSEPH),1032,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1157553.5315,1915960.75636,"(41.925156999999999, -87.696495999999996)"
HAAS (JOSEPH),1032,BASEBALL JR/SOFTBALL,OUTDOOR,1157787.12421,1915928.84665,"(41.925064999999996, -87.695639)"
HAAS (JOSEPH),1032,PLAYGROUND,OUTDOOR,1157706.2529800001,1915983.4702300001,"(41.925217000000004, -87.695933999999994)"
HAAS (JOSEPH),1032,SPRAY FEATURE,OUTDOOR,1157689.93674,1915972.11986,"(41.925185999999997, -87.695994999999996)"
HALE (NATHAN),234,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1135480.7049100001,1862515.5105600001,"(41.778917, -87.778870999999995)"
HALE (NATHAN),234,GYMNASIUM,INDOOR,1135569.43144,1862897.9523799999,"(41.779964999999997, -87.778537)"
HALE (NATHAN),234,BASEBALL JR/SOFTBALL,OUTDOOR,1135280.5573400001,1862662.14839,"(41.779322999999998, -87.779601)"
HALE (NATHAN),234,BASEBALL JR/SOFTBALL,OUTDOOR,1135688.37313,1862354.36292,"(41.778471000000003, -87.778114000000002)"
HALE (NATHAN),234,POOL (OUTDOOR),OUTDOOR,1135699.1457400001,1863185.3838899999,"(41.780751000000002, -87.778053999999997)"
HALE (NATHAN),234,PLAYGROUND,OUTDOOR,1135719.1516100001,1862908.3769,"(41.779991000000003, -87.777987999999993)"
HALE (NATHAN),234,BASEBALL SR,OUTDOOR,1135285.1741299999,1862346.66805,"(41.778457000000003, -87.779591999999994)"
HALE (NATHAN),234,BASEBALL SR,OUTDOOR,1135663.75015,1862671.38197,"(41.779341000000002, -87.778195999999994)"
HALE (NATHAN),234,TENNIS COURT,OUTDOOR,1135268.2460099999,1863277.7193400001,"(41.781011999999997, -87.779632000000007)"
HALE (NATHAN),234,TENNIS COURT,OUTDOOR,1135219.0000499999,1863276.1806300001,"(41.781008999999997, -87.779813000000004)"
HALE (NATHAN),234,WATER PLAYGROUND,OUTDOOR,1135616.0435500001,1863280.79742,"(41.781013999999999, -87.778357)"
HAMILTON (ALEXANDER),9,BASKETBALL COURT,OUTDOOR,1174606.1565099999,1856822.6121700001,"(41.762512999999998, -87.635603000000003)"
HAMILTON (ALEXANDER),9,BASKETBALL COURT,OUTDOOR,1174561.4190700001,1856762.3888699999,"(41.762349, -87.635767999999999)"
HAMILTON (ALEXANDER),9,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1174048.3826900001,1856393.7885499999,"(41.761349000000003, -87.637659999999997)"
JACKSON (ANDREW),19,BASKETBALL BACKBOARD,OUTDOOR,1188221.80415,1861693.36686,"(41.775565, -87.585544999999996)"
JACKSON (ANDREW),19,BASKETBALL BACKBOARD,OUTDOOR,1188224.5784199999,1861762.16594,"(41.775753999999999, -87.585532000000001)"
JACKSON (MAHALIA),386,BASKETBALL BACKBOARD,OUTDOOR,1173777.94655,1849387.2858299999,"(41.742128000000001, -87.638857999999999)"
JACKSON (MAHALIA),386,BASKETBALL BACKBOARD,OUTDOOR,1173777.94655,1849431.57807,"(41.742249999999999, -87.638857000000002)"
JACKSON (MAHALIA),386,BASKETBALL BACKBOARD,OUTDOOR,1173735.35773,1849452.02094,"(41.742306999999997, -87.639011999999994)"
JACKSON (MAHALIA),386,BASKETBALL BACKBOARD,OUTDOOR,1173733.65432,1849405.1732600001,"(41.742178000000003, -87.639020000000002)"
JACKSON (MAHALIA),386,BASKETBALL BACKBOARD,OUTDOOR,1173720.87744,1849394.1001200001,"(41.742148, -87.639066999999997)"
JACKSON (MAHALIA),386,BASKETBALL BACKBOARD,OUTDOOR,1173677.4369099999,1849410.28382,"(41.742193, -87.639225999999994)"
JACKSON (MAHALIA),386,BASKETBALL BACKBOARD,OUTDOOR,1173676.5852099999,1849365.13955,"(41.742069000000001, -87.639229999999998)"
JACKSON (MAHALIA),386,BASKETBALL BACKBOARD,OUTDOOR,1173719.1740300001,1849349.8075600001,"(41.742026000000003, -87.639075000000005)"
JEFFERSON (NANCY),338,BASKETBALL BACKBOARD,OUTDOOR,1155615.23321,1901687.4971799999,"(41.886029999999998, -87.704003)"
JEFFERSON (NANCY),338,BASKETBALL BACKBOARD,OUTDOOR,1155548.24187,1901685.90958,"(41.886026999999999, -87.704249000000004)"
JENSEN (CHRIST),82,BASKETBALL BACKBOARD,OUTDOOR,1150716.77516,1930672.62687,"(41.965663999999997, -87.721232000000001)"
HAMILTON (ALEXANDER),9,CULTURAL CENTER,SPECIAL,1174033.17964,1856995.1443099999,"(41.762999000000001, -87.637698)"
HAMILTON (ALEXANDER),9,GYMNASIUM,INDOOR,1173970.5859300001,1856928.06406,"(41.762816999999998, -87.637929)"
HAMILTON (ALEXANDER),9,BASEBALL JR/SOFTBALL,OUTDOOR,1174253.4210000001,1856213.4979000001,"(41.760849, -87.636914000000004)"
HAMILTON (ALEXANDER),9,BASEBALL JR/SOFTBALL,OUTDOOR,1173866.27217,1856631.61879,"(41.762005000000002, -87.638319999999993)"
HAMILTON (ALEXANDER),9,BASEBALL JR/SOFTBALL,OUTDOOR,1173941.9809999999,1856074.1244900001,"(41.760474000000002, -87.638058999999998)"
HAMILTON (ALEXANDER),9,BASEBALL JR/SOFTBALL,OUTDOOR,1174299.87858,1856309.8549899999,"(41.761113000000002, -87.636740000000003)"
HAMILTON (ALEXANDER),9,POOL (OUTDOOR),OUTDOOR,1174525.28528,1856607.5296,"(41.761924999999998, -87.635904999999994)"
HAMILTON (ALEXANDER),9,PLAYGROUND,OUTDOOR,1174262.024,1856858.74596,"(41.762619999999998, -87.636863000000005)"
HAMILTON (ALEXANDER),9,SPRAY FEATURE,OUTDOOR,1174330.85063,1857044.5772800001,"(41.763128000000002, -87.636605000000003)"
HAMILTON (ALEXANDER),9,BASEBALL SR,OUTDOOR,1173838.74138,1856337.3857799999,"(41.761198999999998, -87.63843)"
HAMILTON (ALEXANDER),9,BASEBALL SR,OUTDOOR,1174225.8902100001,1856600.6467299999,"(41.761912000000002, -87.637003000000007)"
HAMILTON (ALEXANDER),9,TENNIS COURT,OUTDOOR,1174599.2736500001,1857017.04682,"(41.763047, -87.635621999999998)"
HAMILTON (ALEXANDER),9,TENNIS COURT,OUTDOOR,1174542.4919400001,1857013.60555,"(41.763038999999999, -87.635829999999999)"
HAMILTON (ALEXANDER),9,TENNIS COURT,OUTDOOR,1174492.5927599999,1857013.60555,"(41.763039999999997, -87.636013000000005)"
HAMILTON (ALEXANDER),9,TENNIS COURT,OUTDOOR,1174449.5761200001,1857015.32602,"(41.763044999999998, -87.636171000000004)"
HAMILTON (ALEXANDER),9,TENNIS COURT,OUTDOOR,1174403.1185300001,1857015.32602,"(41.763046000000003, -87.636341000000002)"
HAMILTON (ALEXANDER),9,TENNIS COURT,OUTDOOR,1174401.3977399999,1856900.0418100001,"(41.762729999999998, -87.636351000000005)"
HAMILTON (ALEXANDER),9,TENNIS COURT,OUTDOOR,1174453.01771,1856900.0418100001,"(41.762729, -87.636161999999999)"
HAMILTON (ALEXANDER),9,TENNIS COURT,OUTDOOR,1174497.75483,1856900.0418100001,"(41.762728000000003, -87.635998000000001)"
HAMLIN (HANNIBAL),106,BASKETBALL COURT,OUTDOOR,1161927.6641500001,1920220.87415,"(41.936757, -87.680304000000007)"
HAMLIN (HANNIBAL),106,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1162234.7458899999,1920147.2351899999,"(41.936548999999999, -87.679177999999993)"
