PARK,PARK NUMBER,FACILITY NAME,FACILITY TYPE,X COORDINATE,Y COORDINATE,LOCATION
MOUNT GREENWOOD,251,ICESKATING,OUTDOOR,1153176.28238,1830600.3611399999,"(41.691004999999997, -87.714838)"
MOUNT GREENWOOD,251,BASEBALL JR/SOFTBALL,OUTDOOR,1153895.16808,1830106.2538600001,"(41.689635000000003, -87.712219000000005)"
MOUNT GREENWOOD,251,BASEBALL JR/SOFTBALL,OUTDOOR,1153731.1405199999,1829921.9760100001,"(41.689132000000001, -87.712823999999998)"
MOUNT GREENWOOD,251,BASEBALL JR/SOFTBALL,OUTDOOR,1153429.41114,1829865.27501,"(41.688982000000003, -87.713930000000005)"
MOUNT GREENWOOD,251,BASEBALL JR/SOFTBALL,OUTDOOR,1153137.8067300001,1830098.1534800001,"(41.689627000000002, -87.714991999999995)"
MOUNT GREENWOOD,251,BASEBALL JR/SOFTBALL,OUTDOOR,1153261.33372,1830322.9319,"(41.690241999999998, -87.714533000000003)"
MOUNT GREENWOOD,251,BASEBALL JR/SOFTBALL,OUTDOOR,1153526.6123899999,1830361.4075499999,"(41.690342000000001, -87.713560999999999)"
MOUNT GREENWOOD,251,POOL (OUTDOOR),OUTDOOR,1153482.06195,1830488.9843900001,"(41.690693000000003, -87.713721000000007)"
MOUNT GREENWOOD,251,PLAYGROUND,OUTDOOR,1153868.8426699999,1830584.16071,"(41.690947000000001, -87.712301999999994)"
MOUNT GREENWOOD,251,SPRAY FEATURE,OUTDOOR,1153836.44215,1830555.8103700001,"(41.690868999999999, -87.712422000000004)"
MOUNT GREENWOOD,251,BASEBALL SR,OUTDOOR,1153749.3658799999,1830296.6065,"(41.690159999999999, -87.712746999999993)"
MOUNT GREENWOOD,251,BASEBALL SR,OUTDOOR,1153261.33372,1829903.7506500001,"(41.689090999999998, -87.714544000000004)"
MOUNT GREENWOOD,251,TENNIS COURT,OUTDOOR,1153158.0570199999,1830478.85941,"(41.690671999999999, -87.714906999999997)"
MOUNT GREENWOOD,251,TENNIS COURT,OUTDOOR,1153200.58253,1830484.9342,"(41.690686999999997, -87.714752000000004)"
MOUNT GREENWOOD,251,TENNIS COURT,OUTDOOR,1153109.4564,1830478.85941,"(41.690672999999997, -87.715085000000002)"
MOUNT GREENWOOD,251,TENNIS COURT,OUTDOOR,1153247.1582200001,1830484.9342,"(41.690685999999999, -87.714580999999995)"
MOZART (AMADEUS),128,BASKETBALL COURT,OUTDOOR,1150088.9614500001,1913271.2788,"(41.917926000000001, -87.723995000000002)"
MOZART (AMADEUS),128,BASKETBALL COURT,OUTDOOR,1150124.8137399999,1913185.2327099999,"(41.917689000000003, -87.723865000000004)"
MOZART (AMADEUS),128,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1150217.5346899999,1913481.97392,"(41.918501999999997, -87.723517000000001)"
MOZART (AMADEUS),128,FITNESS CENTER,INDOOR,1150200.90316,1913192.90133,"(41.917709000000002, -87.723585999999997)"
MOZART (AMADEUS),128,GYMNASIUM,INDOOR,1150154.17622,1913295.06681,"(41.917990000000003, -87.723754999999997)"
MOZART (AMADEUS),128,BASEBALL JR/SOFTBALL,OUTDOOR,1150075.4171899999,1913435.40347,"(41.918377, -87.724040000000002)"
MOZART (AMADEUS),128,BASEBALL JR/SOFTBALL,OUTDOOR,1150284.9548299999,1913593.9510600001,"(41.918807999999999, -87.723265999999995)"
MOZART (AMADEUS),128,PLAYGROUND,OUTDOOR,1150313.63686,1913219.49183,"(41.91778, -87.723170999999994)"
MULBERRY,1284,PLAYGROUND PARK,OUTDOOR,1165949.1557799999,1883571.55736,"(41.836103999999999, -87.666571000000005)"
MULBERRY,1284,SPRAY FEATURE,OUTDOOR,1165946.6672700001,1883640.2432500001,"(41.836292, -87.666578999999999)"
MUNROE,1052,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1161005.06232,1834718.1563800001,"(41.702146999999997, -87.686062000000007)"
MUNROE,1052,BASEBALL JR/SOFTBALL,OUTDOOR,1160678.4688200001,1834330.7975699999,"(41.701090999999998, -87.687269000000001)"
MUNROE,1052,BASEBALL JR/SOFTBALL,OUTDOOR,1160825.3894499999,1834626.2448199999,"(41.701898, -87.686723000000001)"
MUNROE,1052,PLAYGROUND,OUTDOOR,1160683.28574,1834779.58834,"(41.702322000000002, -87.687239000000005)"
MUNROE,1052,VOLLEYBALL (SAND),OUTDOOR,1160819.7697099999,1834830.1676400001,"(41.702458, -87.686738000000005)"
MUNROE,1052,SPRAY FEATURE,OUTDOOR,1160741.0907399999,1834817.32219,"(41.702424000000001, -87.687026000000003)"
MUNROE,1052,TENNIS COURT,OUTDOOR,1161043.7636899999,1834346.8543,"(41.701127, -87.685930999999997)"
MUNROE,1052,TENNIS COURT,OUTDOOR,1160989.1699699999,1834344.4458399999,"(41.701121999999998, -87.686131000000003)"
MUNROE,1052,TRACK,OUTDOOR,1161053.3978599999,1834656.75296,"(41.701976999999999, -87.685886999999994)"
MURRAY (DAVID),1053,BASKETBALL COURT,OUTDOOR,1165783.2634000001,1856143.1515899999,"(41.760840000000002, -87.667958999999996)"
MURRAY (DAVID),1053,BASEBALL JR/SOFTBALL,OUTDOOR,1165702.12347,1856046.17934,"(41.760576, -87.668259000000006)"
